"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","y"
0.00173486606217921,0.214181103045121,0.254023123299703,0.700109130702913,0.491563274990767,0.953105242690071,0.438642461318523,0.615060564363375,0.459347732597962,0.264259518356994,12.1246466800112
0.240162001224235,0.602063133381307,0.00824747607111931,0.7730421947781,0.616957753198221,0.00468569528311491,0.335798061685637,0.67776932544075,0.710133982822299,0.359564019599929,19.8165716183188
0.854281151667237,0.103199396049604,0.992728901095688,0.114871092839167,0.472952435258776,0.224782772362232,0.634333475958556,0.363454451551661,0.456653877627105,0.23338082479313,10.03767048498
0.106571069918573,0.923852875595912,0.0185904670506716,0.415768159320578,0.385214869864285,0.815191853325814,0.977379906689748,0.385936683509499,0.657881861785427,0.818415874615312,23.9574072588523
0.916754554025829,0.536332880146801,0.507949887076393,0.644449785584584,0.802563896635547,0.319559879601002,0.0293300899211317,0.987146892119199,0.257553693838418,0.353137196274474,18.3738368651118
0.323874936671928,0.950233259238303,0.700953983468935,0.265385615406558,0.580386502668262,0.852342452388257,0.401398729998618,0.632516517536715,0.25939124263823,0.65481719840318,11.1563161076825
0.724708504742011,0.445029935799539,0.58191059040837,0.150250737555325,0.619190765311942,0.443151985527948,0.171596502419561,0.325009091990069,0.129459477495402,0.198060262715444,17.5540095096098
0.753566312603652,0.880452990531921,0.197033492848277,0.443622499704361,0.387503857258707,0.915318959392607,0.92503700684756,0.935767719056457,0.829020884586498,0.347268925281242,24.2735033501297
0.292888003168628,0.0567637404892594,0.682153214467689,0.327252231771126,0.0361885982565582,0.298046290175989,0.945985744474456,0.658760249149054,0.639184050029144,0.707851514220238,14.4839756709827
0.397029106039554,0.901457218220457,0.505881586577743,0.269169439794496,0.788205884164199,0.683268425520509,0.447077303892002,0.373950456967577,0.0929618864320219,0.0325821386650205,4.91866946189154
0.974323866888881,0.104245107620955,0.634768572635949,0.427205460611731,0.178641400067136,0.771683479659259,0.568919981829822,0.570628244662657,0.606266750721261,0.623517361236736,13.9632877349386
0.612553970888257,0.776684628101066,0.0244216250721365,0.380356906913221,0.110473210457712,0.134298002114519,0.202989154029638,0.288318785605952,0.883478331146762,0.902087373193353,22.1762008088002
0.881110585061833,0.296367333270609,0.0771740304771811,0.640831959666684,0.0213174689561129,0.941817381884903,0.360273329541087,0.341620365157723,0.651208156952634,0.676325381267816,11.1996894898034
0.944662576774135,0.874812933849171,0.711069296812639,0.459909446770325,0.957780350465328,0.292678008554503,0.813931570155546,0.0296241519972682,0.966499109752476,0.584328490076587,12.3336015350646
0.148473539622501,0.689861421706155,0.302872468018904,0.359561875229701,0.194705170346424,0.0650989669375122,0.858786631375551,0.692200622987002,0.4984484273009,0.372218200238422,15.3833518158
0.466383111895993,0.330692898016423,0.150790948653594,0.586370195960626,0.205172079382464,0.508606228046119,0.514706008601934,0.520840135635808,0.742065968457609,0.397549211978912,12.7092523124955
0.744922551326454,0.76061317929998,0.297688719583675,0.413109210552648,0.0646089829970151,0.0818875292316079,0.152082055108622,0.179727078415453,0.718769363360479,0.126464684261009,13.8179860185098
0.140306361718103,0.689259188482538,0.460342866368592,0.815390641335398,0.0741825141012669,0.342791339848191,0.154089024057612,0.00660601956769824,0.940371647244319,0.0519030508585274,14.7897984234793
0.930050537222996,0.405138499569148,0.887268414720893,0.0792286372743547,0.94443977274932,0.546187233412638,0.273863964015618,0.327656012261286,0.101409128401428,0.142039719969034,15.7051437936445
0.407943537458777,0.931975552812219,0.376827189698815,0.455043263500556,0.916161278262734,0.107191776158288,0.118311974452808,0.933724860427901,0.855379982851446,0.935312821995467,23.1345497536382
0.970505146542564,0.755222370149568,0.12861239281483,0.358268650947139,0.682251717196777,0.656796909403056,0.111854680813849,0.457014379324391,0.79796258173883,0.95832820259966,15.775938723223
0.577261532889679,0.697079780045897,0.883628110866994,0.542389208683744,0.785486178472638,0.240910049993545,0.572470308979973,0.0419808079022914,0.00194514915347099,0.815725996624678,15.1793815496401
0.695584987523034,0.176693801768124,0.760412016883492,0.517558107152581,0.0136689282953739,0.690417554462329,0.991137995384634,0.332027620403096,0.0947533582802862,0.0358934090472758,10.5694876274187
0.737166788196191,0.796524920035154,0.580601615831256,0.953043807763606,0.308424141490832,0.296306130243465,0.937092033913359,0.957792323781177,0.692700543208048,0.862779043847695,18.7643984334463
0.328998098149896,0.070311929564923,0.541861123871058,0.380916815483943,0.148759206058457,0.131102336570621,0.334026025608182,0.726109030190855,0.28706033132039,0.0949844126589596,17.8259931961074
0.264364969916642,0.219265976222232,0.0290181299205869,0.51106489659287,0.526615109527484,0.9532908834517,0.48672863887623,0.343239831272513,0.15989488712512,0.520762753905728,13.2786019522561
0.548574325162917,0.19511064584367,0.429273246787488,0.866751118795946,0.0323456567712128,0.561023943359032,0.340858901850879,0.376673273276538,0.0205689067952335,0.560692961094901,12.706460407748
0.242202668916434,0.629056726116687,0.144460809184238,0.681541008176282,0.582201327197254,0.29863521293737,0.813242125790566,0.965625470271334,0.0490375661756843,0.58186176000163,20.5974933243264
0.537233200157061,0.260429760906845,0.458503472851589,0.103239277144894,0.856988535728306,0.364087431458756,0.842791530769318,0.057022062363103,0.459423441672698,0.584637837251648,21.3796709830482
0.41168853151612,0.558170282049105,0.944536446593702,0.930797207634896,0.832385607995093,0.66799435717985,0.12129244627431,0.422677165828645,0.846397060435265,0.615753649035469,23.9817273861362
0.01339653856121,0.279005510499701,0.612992828944698,0.632248467998579,0.48587738443166,0.66508477460593,0.465352582046762,0.133038643049076,0.113475081278011,0.213422252330929,12.5591177512967
0.85359855229035,0.40537632862106,0.144755663815886,0.454941460629925,0.880563180195168,0.20860417583026,0.437792268348858,0.169025845360011,0.0728270385880023,0.106556705897674,15.8215845452108
0.663604344706982,0.0325572928413749,0.616281093796715,0.568054151721299,0.562129474710673,0.457559382310137,0.844546937383711,0.662312189815566,0.82404247415252,0.101127716014162,6.50386957812896
0.927144051063806,0.441115983063355,0.864372276468202,0.762336468789726,0.574167042504996,0.358876962447539,0.64005090133287,0.178768125362694,0.0140807854477316,0.726774660171941,12.2064755654457
